"","Account_status","Duration","Credit_history","Purpose","Amount","Savings","Employment","Installment_rate","Guarantors","Resident_since","Property","Age","Other_plans","Housing","Num_credits","Job","People_maintenance","Phone","Foreign","BAD","Female"
"822",">= 200 DM",12,"existing credits paid back duly till now","radio / television",3016,"< 100 DM","1  <= ... < 4 years",3,"none",1,"car or other",24,"none","A152",1,"skilled employee / official",1,"none","yes","GOOD","Female"
"823","< 0 DM",36,"existing credits paid back duly till now","furniture / equipment",2712,"< 100 DM",">= 7 years",2,"none",2,"building society savings agreement / life insurance",41,"bank","A152",1,"skilled employee / official",2,"none","yes","BAD","Female"
"824","< 0 DM",8,"critical account / other credits existing (not at this bank)","car (new)",731,"< 100 DM",">= 7 years",4,"none",4,"real estate",47,"none","A152",2,"unskilled - resident",1,"none","yes","GOOD","Female"
"825","no checking account",18,"critical account / other credits existing (not at this bank)","furniture / equipment",3780,"< 100 DM","< 1 year",3,"none",2,"car or other",35,"none","A152",2,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","yes","GOOD","Female"
"826","< 0 DM",21,"critical account / other credits existing (not at this bank)","car (new)",1602,"< 100 DM",">= 7 years",4,"none",3,"car or other",30,"none","A152",2,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"827","< 0 DM",18,"critical account / other credits existing (not at this bank)","car (new)",3966,"< 100 DM",">= 7 years",1,"none",4,"real estate",33,"bank","A151",3,"skilled employee / official",1,"yes, registered under the customers name","yes","BAD","Male"
"828","no checking account",18,"no credits taken / all credits paid back duly","business",4165,"< 100 DM","1  <= ... < 4 years",2,"none",2,"car or other",36,"stores","A152",2,"skilled employee / official",2,"none","yes","BAD","Female"
"829","< 0 DM",36,"existing credits paid back duly till now","car (used)",8335,"unknown / no savings account",">= 7 years",3,"none",4,"unknown / no property",47,"none","A153",1,"skilled employee / official",1,"none","yes","BAD","Female"
"830","0 < ... <  200 DM",48,"delay in paying off in the past","business",6681,"unknown / no savings account","1  <= ... < 4 years",4,"none",4,"unknown / no property",38,"none","A153",1,"skilled employee / official",2,"yes, registered under the customers name","yes","GOOD","Female"
"831","no checking account",24,"delay in paying off in the past","business",2375,"500 <= ... < 1000 DM","1  <= ... < 4 years",4,"none",2,"car or other",44,"none","A152",2,"skilled employee / official",2,"yes, registered under the customers name","yes","GOOD","Female"
"832","< 0 DM",18,"existing credits paid back duly till now","car (new)",1216,"< 100 DM","< 1 year",4,"none",3,"car or other",23,"none","A151",1,"skilled employee / official",1,"yes, registered under the customers name","yes","BAD","Male"
"833","< 0 DM",45,"no credits taken / all credits paid back duly","business",11816,"< 100 DM",">= 7 years",2,"none",4,"car or other",29,"none","A151",2,"skilled employee / official",1,"none","yes","BAD","Female"
"834","0 < ... <  200 DM",24,"existing credits paid back duly till now","radio / television",5084,"unknown / no savings account",">= 7 years",2,"none",4,"car or other",42,"none","A152",1,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Male"
"835",">= 200 DM",15,"existing credits paid back duly till now","radio / television",2327,"< 100 DM","< 1 year",2,"none",3,"real estate",25,"none","A152",1,"unskilled - resident",1,"none","yes","BAD","Male"
"836","< 0 DM",12,"no credits taken / all credits paid back duly","car (new)",1082,"< 100 DM","1  <= ... < 4 years",4,"none",4,"car or other",48,"bank","A152",2,"skilled employee / official",1,"none","yes","BAD","Female"
"837","no checking account",12,"existing credits paid back duly till now","radio / television",886,"unknown / no savings account","1  <= ... < 4 years",4,"none",2,"car or other",21,"none","A152",1,"skilled employee / official",1,"none","yes","GOOD","Male"
"838","no checking account",4,"existing credits paid back duly till now","furniture / equipment",601,"< 100 DM","< 1 year",1,"none",3,"real estate",23,"none","A151",1,"unskilled - resident",2,"none","yes","GOOD","Male"
"839","< 0 DM",24,"critical account / other credits existing (not at this bank)","car (used)",2957,"< 100 DM",">= 7 years",4,"none",4,"building society savings agreement / life insurance",63,"none","A152",2,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"840","no checking account",24,"critical account / other credits existing (not at this bank)","radio / television",2611,"< 100 DM",">= 7 years",4,"co-applicant",3,"real estate",46,"none","A152",2,"skilled employee / official",1,"none","yes","GOOD","Female"
"841","< 0 DM",36,"existing credits paid back duly till now","furniture / equipment",5179,"< 100 DM","4  <= ... < 7 years",4,"none",2,"building society savings agreement / life insurance",29,"none","A152",1,"skilled employee / official",1,"none","yes","BAD","Female"
"842","no checking account",21,"delay in paying off in the past","car (used)",2993,"< 100 DM","1  <= ... < 4 years",3,"none",2,"real estate",28,"stores","A152",2,"unskilled - resident",1,"none","yes","GOOD","Female"
"843","no checking account",18,"existing credits paid back duly till now","repairs",1943,"< 100 DM","< 1 year",4,"none",4,"real estate",23,"none","A152",1,"skilled employee / official",1,"none","yes","BAD","Male"
"844","no checking account",24,"all credits at this bank paid back duly","business",1559,"< 100 DM","4  <= ... < 7 years",4,"none",4,"car or other",50,"bank","A152",1,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"845","no checking account",18,"existing credits paid back duly till now","furniture / equipment",3422,"< 100 DM",">= 7 years",4,"none",4,"building society savings agreement / life insurance",47,"bank","A152",3,"skilled employee / official",2,"yes, registered under the customers name","yes","GOOD","Female"
"846","0 < ... <  200 DM",21,"existing credits paid back duly till now","furniture / equipment",3976,"unknown / no savings account","4  <= ... < 7 years",2,"none",3,"car or other",35,"none","A152",1,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"847","no checking account",18,"existing credits paid back duly till now","car (new)",6761,"unknown / no savings account","1  <= ... < 4 years",2,"none",4,"car or other",68,"none","A151",2,"skilled employee / official",1,"none","yes","BAD","Female"
"848","no checking account",24,"existing credits paid back duly till now","car (new)",1249,"< 100 DM","< 1 year",4,"none",2,"real estate",28,"none","A152",1,"skilled employee / official",1,"none","yes","GOOD","Female"
"849","< 0 DM",9,"existing credits paid back duly till now","radio / television",1364,"< 100 DM","4  <= ... < 7 years",3,"none",4,"real estate",59,"none","A152",1,"skilled employee / official",1,"none","yes","GOOD","Female"
"850","< 0 DM",12,"existing credits paid back duly till now","radio / television",709,"< 100 DM",">= 7 years",4,"none",4,"real estate",57,"stores","A152",1,"unskilled - resident",1,"none","yes","BAD","Female"
"851","< 0 DM",20,"critical account / other credits existing (not at this bank)","car (new)",2235,"< 100 DM","1  <= ... < 4 years",4,"guarantor",2,"building society savings agreement / life insurance",33,"bank","A151",2,"skilled employee / official",1,"none","no","BAD","Female"
"852","no checking account",24,"critical account / other credits existing (not at this bank)","car (used)",4042,"unknown / no savings account","4  <= ... < 7 years",3,"none",4,"building society savings agreement / life insurance",43,"none","A152",2,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"853","no checking account",15,"critical account / other credits existing (not at this bank)","radio / television",1471,"< 100 DM","1  <= ... < 4 years",4,"none",4,"unknown / no property",35,"none","A153",2,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"854","< 0 DM",18,"all credits at this bank paid back duly","car (new)",1442,"< 100 DM","4  <= ... < 7 years",4,"none",4,"unknown / no property",32,"none","A153",2,"unskilled - resident",2,"none","yes","BAD","Female"
"855","no checking account",36,"delay in paying off in the past","car (new)",10875,"< 100 DM",">= 7 years",2,"none",2,"car or other",45,"none","A152",2,"skilled employee / official",2,"yes, registered under the customers name","yes","GOOD","Female"
"856","no checking account",24,"existing credits paid back duly till now","car (new)",1474,"100 <= ... <  500 DM","< 1 year",4,"none",3,"real estate",33,"none","A152",1,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"857","no checking account",10,"existing credits paid back duly till now","retrainin",894,"unknown / no savings account","4  <= ... < 7 years",4,"none",3,"building society savings agreement / life insurance",40,"none","A152",1,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Male"
"858","no checking account",15,"critical account / other credits existing (not at this bank)","furniture / equipment",3343,"< 100 DM","1  <= ... < 4 years",4,"none",2,"unknown / no property",28,"none","A153",1,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"859","< 0 DM",15,"existing credits paid back duly till now","car (new)",3959,"< 100 DM","1  <= ... < 4 years",3,"none",2,"building society savings agreement / life insurance",29,"none","A152",1,"skilled employee / official",1,"yes, registered under the customers name","yes","BAD","Male"
"860","no checking account",9,"existing credits paid back duly till now","car (new)",3577,"100 <= ... <  500 DM","1  <= ... < 4 years",1,"guarantor",2,"real estate",26,"none","A151",1,"skilled employee / official",2,"none","no","GOOD","Female"
"861","no checking account",24,"critical account / other credits existing (not at this bank)","car (used)",5804,">= 1000 DM","1  <= ... < 4 years",4,"none",2,"real estate",27,"none","A152",2,"skilled employee / official",1,"none","yes","GOOD","Female"
"862","no checking account",18,"delay in paying off in the past","business",2169,"< 100 DM","1  <= ... < 4 years",4,"none",2,"car or other",28,"none","A152",1,"skilled employee / official",1,"yes, registered under the customers name","yes","BAD","Female"
"863","< 0 DM",24,"existing credits paid back duly till now","radio / television",2439,"< 100 DM","< 1 year",4,"none",4,"real estate",35,"none","A152",1,"skilled employee / official",1,"yes, registered under the customers name","yes","BAD","Male"
"864","no checking account",27,"critical account / other credits existing (not at this bank)","furniture / equipment",4526,">= 1000 DM","< 1 year",4,"none",2,"real estate",32,"stores","A152",2,"unskilled - resident",2,"yes, registered under the customers name","yes","GOOD","Female"
"865","no checking account",10,"existing credits paid back duly till now","furniture / equipment",2210,"< 100 DM","1  <= ... < 4 years",2,"none",2,"real estate",25,"bank","A151",1,"unskilled - resident",1,"none","yes","BAD","Female"
"866","no checking account",15,"existing credits paid back duly till now","furniture / equipment",2221,"500 <= ... < 1000 DM","1  <= ... < 4 years",2,"none",4,"car or other",20,"none","A151",1,"skilled employee / official",1,"none","yes","GOOD","Male"
"867","< 0 DM",18,"existing credits paid back duly till now","radio / television",2389,"< 100 DM","< 1 year",4,"none",1,"car or other",27,"stores","A152",1,"skilled employee / official",1,"none","yes","GOOD","Male"
"868","no checking account",12,"critical account / other credits existing (not at this bank)","furniture / equipment",3331,"< 100 DM",">= 7 years",2,"none",4,"building society savings agreement / life insurance",42,"stores","A152",1,"skilled employee / official",1,"none","yes","GOOD","Female"
"869","no checking account",36,"existing credits paid back duly till now","business",7409,"unknown / no savings account",">= 7 years",3,"none",2,"building society savings agreement / life insurance",37,"none","A152",2,"skilled employee / official",1,"none","yes","GOOD","Female"
"870","< 0 DM",12,"existing credits paid back duly till now","furniture / equipment",652,"< 100 DM",">= 7 years",4,"none",4,"building society savings agreement / life insurance",24,"none","A151",1,"skilled employee / official",1,"none","yes","GOOD","Male"
"871","no checking account",36,"delay in paying off in the past","furniture / equipment",7678,"500 <= ... < 1000 DM","4  <= ... < 7 years",2,"none",4,"car or other",40,"none","A152",2,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Male"
"872",">= 200 DM",6,"critical account / other credits existing (not at this bank)","car (new)",1343,"< 100 DM",">= 7 years",1,"none",4,"real estate",46,"none","A152",2,"skilled employee / official",2,"none","no","GOOD","Female"
"873","< 0 DM",24,"critical account / other credits existing (not at this bank)","business",1382,"100 <= ... <  500 DM","4  <= ... < 7 years",4,"none",1,"real estate",26,"none","A152",2,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"874","no checking account",15,"existing credits paid back duly till now","domestic appliances",874,"unknown / no savings account","< 1 year",4,"none",1,"real estate",24,"none","A152",1,"skilled employee / official",1,"none","yes","GOOD","Male"
"875","< 0 DM",12,"existing credits paid back duly till now","furniture / equipment",3590,"< 100 DM","1  <= ... < 4 years",2,"co-applicant",2,"building society savings agreement / life insurance",29,"none","A152",1,"unskilled - resident",2,"none","yes","GOOD","Female"
"876","0 < ... <  200 DM",11,"critical account / other credits existing (not at this bank)","car (new)",1322,">= 1000 DM","1  <= ... < 4 years",4,"none",4,"car or other",40,"none","A152",2,"skilled employee / official",1,"none","yes","GOOD","Male"
"877","< 0 DM",18,"all credits at this bank paid back duly","radio / television",1940,"< 100 DM","< 1 year",3,"co-applicant",4,"unknown / no property",36,"bank","A153",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","yes","GOOD","Female"
"878","no checking account",36,"existing credits paid back duly till now","radio / television",3595,"< 100 DM",">= 7 years",4,"none",2,"car or other",28,"none","A152",1,"skilled employee / official",1,"none","yes","GOOD","Female"
"879","< 0 DM",9,"existing credits paid back duly till now","car (new)",1422,"< 100 DM","< 1 year",3,"none",2,"unknown / no property",27,"none","A153",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","yes","BAD","Female"
"880","no checking account",30,"critical account / other credits existing (not at this bank)","radio / television",6742,"unknown / no savings account","4  <= ... < 7 years",2,"none",3,"building society savings agreement / life insurance",36,"none","A152",2,"skilled employee / official",1,"none","yes","GOOD","Female"
"881","no checking account",24,"existing credits paid back duly till now","car (used)",7814,"< 100 DM","4  <= ... < 7 years",3,"none",3,"car or other",38,"none","A152",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","yes","GOOD","Female"
"882","no checking account",24,"existing credits paid back duly till now","car (used)",9277,"unknown / no savings account","1  <= ... < 4 years",2,"none",4,"unknown / no property",48,"none","A153",1,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"883","0 < ... <  200 DM",30,"critical account / other credits existing (not at this bank)","car (new)",2181,"unknown / no savings account",">= 7 years",4,"none",4,"real estate",36,"none","A152",2,"skilled employee / official",1,"none","yes","GOOD","Female"
"884","no checking account",18,"critical account / other credits existing (not at this bank)","radio / television",1098,"< 100 DM","unemployed",4,"none",4,"car or other",65,"none","A152",2,"unemployed / unskilled  - non-resident",1,"none","yes","GOOD","Male"
"885","0 < ... <  200 DM",24,"existing credits paid back duly till now","furniture / equipment",4057,"< 100 DM","4  <= ... < 7 years",3,"none",3,"car or other",43,"none","A152",1,"skilled employee / official",1,"yes, registered under the customers name","yes","BAD","Female"
"886","< 0 DM",12,"existing credits paid back duly till now","education",795,"< 100 DM","< 1 year",4,"none",4,"building society savings agreement / life insurance",53,"none","A152",1,"skilled employee / official",1,"none","yes","BAD","Male"
"887","0 < ... <  200 DM",24,"critical account / other credits existing (not at this bank)","business",2825,"unknown / no savings account","4  <= ... < 7 years",4,"none",3,"unknown / no property",34,"none","A152",2,"skilled employee / official",2,"yes, registered under the customers name","yes","GOOD","Female"
"888","0 < ... <  200 DM",48,"existing credits paid back duly till now","business",15672,"< 100 DM","1  <= ... < 4 years",2,"none",2,"car or other",23,"none","A152",1,"skilled employee / official",1,"yes, registered under the customers name","yes","BAD","Female"
"889","no checking account",36,"critical account / other credits existing (not at this bank)","car (new)",6614,"< 100 DM",">= 7 years",4,"none",4,"car or other",34,"none","A152",2,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","yes","GOOD","Female"
"890","no checking account",28,"all credits at this bank paid back duly","car (used)",7824,"unknown / no savings account","< 1 year",3,"guarantor",4,"real estate",40,"bank","A151",2,"skilled employee / official",2,"yes, registered under the customers name","yes","GOOD","Female"
"891","< 0 DM",27,"critical account / other credits existing (not at this bank)","business",2442,"< 100 DM",">= 7 years",4,"none",4,"car or other",43,"stores","A152",4,"management / self-employed / highly qualified employee / officer",2,"yes, registered under the customers name","yes","GOOD","Female"
"892","no checking account",15,"critical account / other credits existing (not at this bank)","radio / television",1829,"< 100 DM",">= 7 years",4,"none",4,"car or other",46,"none","A152",2,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"893","< 0 DM",12,"critical account / other credits existing (not at this bank)","car (new)",2171,"< 100 DM","1  <= ... < 4 years",4,"none",4,"building society savings agreement / life insurance",38,"bank","A152",2,"unskilled - resident",1,"none","no","GOOD","Female"
"894","0 < ... <  200 DM",36,"critical account / other credits existing (not at this bank)","car (used)",5800,"< 100 DM","1  <= ... < 4 years",3,"none",4,"car or other",34,"none","A152",2,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"895","no checking account",18,"critical account / other credits existing (not at this bank)","radio / television",1169,"unknown / no savings account","1  <= ... < 4 years",4,"none",3,"building society savings agreement / life insurance",29,"none","A152",2,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"896","no checking account",36,"delay in paying off in the past","car (used)",8947,"unknown / no savings account","4  <= ... < 7 years",3,"none",2,"car or other",31,"stores","A152",1,"management / self-employed / highly qualified employee / officer",2,"yes, registered under the customers name","yes","GOOD","Female"
"897","< 0 DM",21,"existing credits paid back duly till now","radio / television",2606,"< 100 DM","< 1 year",4,"none",4,"building society savings agreement / life insurance",28,"none","A151",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","yes","GOOD","Male"
"898","no checking account",12,"critical account / other credits existing (not at this bank)","furniture / equipment",1592,">= 1000 DM","4  <= ... < 7 years",3,"none",2,"building society savings agreement / life insurance",35,"none","A152",1,"skilled employee / official",1,"none","no","GOOD","Male"
"899","no checking account",15,"existing credits paid back duly till now","furniture / equipment",2186,"unknown / no savings account","4  <= ... < 7 years",1,"none",4,"real estate",33,"bank","A151",1,"unskilled - resident",1,"none","yes","GOOD","Male"
"900","< 0 DM",18,"existing credits paid back duly till now","furniture / equipment",4153,"< 100 DM","1  <= ... < 4 years",2,"co-applicant",3,"car or other",42,"none","A152",1,"skilled employee / official",1,"none","yes","BAD","Female"
"901","< 0 DM",16,"critical account / other credits existing (not at this bank)","car (new)",2625,"< 100 DM",">= 7 years",2,"guarantor",4,"building society savings agreement / life insurance",43,"bank","A151",1,"skilled employee / official",1,"yes, registered under the customers name","yes","BAD","Female"
"902","no checking account",20,"critical account / other credits existing (not at this bank)","car (new)",3485,"unknown / no savings account","< 1 year",2,"none",4,"real estate",44,"none","A152",2,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"903","no checking account",36,"critical account / other credits existing (not at this bank)","car (used)",10477,"unknown / no savings account",">= 7 years",2,"none",4,"unknown / no property",42,"none","A153",2,"skilled employee / official",1,"none","yes","GOOD","Female"
"904","no checking account",15,"existing credits paid back duly till now","radio / television",1386,"unknown / no savings account","1  <= ... < 4 years",4,"none",2,"real estate",40,"none","A151",1,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"905","no checking account",24,"existing credits paid back duly till now","radio / television",1278,"< 100 DM",">= 7 years",4,"none",1,"real estate",36,"none","A152",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","yes","GOOD","Female"
"906","< 0 DM",12,"existing credits paid back duly till now","radio / television",1107,"< 100 DM","1  <= ... < 4 years",2,"none",2,"real estate",20,"none","A151",1,"management / self-employed / highly qualified employee / officer",2,"yes, registered under the customers name","yes","GOOD","Female"
"907","< 0 DM",21,"existing credits paid back duly till now","car (new)",3763,"unknown / no savings account","4  <= ... < 7 years",2,"co-applicant",2,"real estate",24,"none","A152",1,"unskilled - resident",1,"none","no","GOOD","Female"
"908","0 < ... <  200 DM",36,"existing credits paid back duly till now","education",3711,"unknown / no savings account","1  <= ... < 4 years",2,"none",2,"car or other",27,"none","A152",1,"skilled employee / official",1,"none","yes","GOOD","Female"
"909","no checking account",15,"delay in paying off in the past","car (used)",3594,"< 100 DM","< 1 year",1,"none",2,"building society savings agreement / life insurance",46,"none","A152",2,"unskilled - resident",1,"none","yes","GOOD","Male"
"910","0 < ... <  200 DM",9,"existing credits paid back duly till now","car (new)",3195,"unknown / no savings account","1  <= ... < 4 years",1,"none",2,"real estate",33,"none","A152",1,"unskilled - resident",1,"none","yes","GOOD","Male"
"911","no checking account",36,"delay in paying off in the past","radio / television",4454,"< 100 DM","1  <= ... < 4 years",4,"none",4,"real estate",34,"none","A152",2,"skilled employee / official",1,"none","yes","GOOD","Male"
"912","0 < ... <  200 DM",24,"critical account / other credits existing (not at this bank)","furniture / equipment",4736,"< 100 DM","< 1 year",2,"none",4,"car or other",25,"bank","A152",1,"unskilled - resident",1,"none","yes","BAD","Male"
"913","0 < ... <  200 DM",30,"existing credits paid back duly till now","radio / television",2991,"unknown / no savings account",">= 7 years",2,"none",4,"car or other",25,"none","A152",1,"skilled employee / official",1,"none","yes","GOOD","Male"
"914","no checking account",11,"existing credits paid back duly till now","business",2142,">= 1000 DM",">= 7 years",1,"none",2,"real estate",28,"none","A152",1,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"915","< 0 DM",24,"all credits at this bank paid back duly","business",3161,"< 100 DM","1  <= ... < 4 years",4,"none",2,"building society savings agreement / life insurance",31,"none","A151",1,"skilled employee / official",1,"yes, registered under the customers name","yes","BAD","Female"
"916","0 < ... <  200 DM",48,"no credits taken / all credits paid back duly","others",18424,"< 100 DM","1  <= ... < 4 years",1,"none",2,"building society savings agreement / life insurance",32,"bank","A152",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","no","BAD","Male"
"917","no checking account",10,"existing credits paid back duly till now","car (used)",2848,"100 <= ... <  500 DM","1  <= ... < 4 years",1,"co-applicant",2,"real estate",32,"none","A152",1,"skilled employee / official",2,"none","yes","GOOD","Female"
"918","< 0 DM",6,"existing credits paid back duly till now","car (new)",14896,"< 100 DM",">= 7 years",1,"none",4,"unknown / no property",68,"bank","A152",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","yes","BAD","Female"
"919","< 0 DM",24,"existing credits paid back duly till now","furniture / equipment",2359,"100 <= ... <  500 DM","unemployed",1,"none",1,"building society savings agreement / life insurance",33,"none","A152",1,"skilled employee / official",1,"none","yes","BAD","Female"
"920","< 0 DM",24,"existing credits paid back duly till now","furniture / equipment",3345,"< 100 DM",">= 7 years",4,"none",2,"building society savings agreement / life insurance",39,"none","A151",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","yes","BAD","Female"
"921","no checking account",18,"critical account / other credits existing (not at this bank)","furniture / equipment",1817,"< 100 DM","1  <= ... < 4 years",4,"none",2,"unknown / no property",28,"none","A152",2,"skilled employee / official",1,"none","yes","GOOD","Male"
"922","no checking account",48,"delay in paying off in the past","radio / television",12749,"500 <= ... < 1000 DM","4  <= ... < 7 years",4,"none",1,"car or other",37,"none","A152",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","yes","GOOD","Female"
"923","< 0 DM",9,"existing credits paid back duly till now","radio / television",1366,"< 100 DM","< 1 year",3,"none",4,"building society savings agreement / life insurance",22,"none","A151",1,"skilled employee / official",1,"none","yes","BAD","Male"
"924","0 < ... <  200 DM",12,"existing credits paid back duly till now","car (new)",2002,"< 100 DM","4  <= ... < 7 years",3,"none",4,"building society savings agreement / life insurance",30,"none","A151",1,"skilled employee / official",2,"yes, registered under the customers name","yes","GOOD","Female"
"925","< 0 DM",24,"all credits at this bank paid back duly","furniture / equipment",6872,"< 100 DM","< 1 year",2,"none",1,"building society savings agreement / life insurance",55,"bank","A152",1,"skilled employee / official",1,"yes, registered under the customers name","yes","BAD","Female"
"926","< 0 DM",12,"all credits at this bank paid back duly","car (new)",697,"< 100 DM","< 1 year",4,"none",2,"car or other",46,"bank","A152",2,"skilled employee / official",1,"yes, registered under the customers name","yes","BAD","Female"
"927","< 0 DM",18,"critical account / other credits existing (not at this bank)","furniture / equipment",1049,"< 100 DM","< 1 year",4,"none",4,"building society savings agreement / life insurance",21,"none","A151",1,"skilled employee / official",1,"none","yes","GOOD","Male"
"928","< 0 DM",48,"existing credits paid back duly till now","car (used)",10297,"< 100 DM","4  <= ... < 7 years",4,"none",4,"unknown / no property",39,"stores","A153",3,"skilled employee / official",2,"yes, registered under the customers name","yes","BAD","Female"
"929","no checking account",30,"existing credits paid back duly till now","radio / television",1867,"unknown / no savings account",">= 7 years",4,"none",4,"car or other",58,"none","A152",1,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"930","< 0 DM",12,"delay in paying off in the past","car (new)",1344,"< 100 DM","1  <= ... < 4 years",4,"none",2,"real estate",43,"none","A152",2,"unskilled - resident",2,"none","yes","GOOD","Female"
"931","< 0 DM",24,"existing credits paid back duly till now","furniture / equipment",1747,"< 100 DM","< 1 year",4,"co-applicant",1,"building society savings agreement / life insurance",24,"none","A152",1,"unskilled - resident",1,"none","no","GOOD","Female"
"932","0 < ... <  200 DM",9,"existing credits paid back duly till now","radio / television",1670,"< 100 DM","< 1 year",4,"none",2,"car or other",22,"none","A152",1,"skilled employee / official",1,"yes, registered under the customers name","yes","BAD","Male"
"933","no checking account",9,"critical account / other credits existing (not at this bank)","car (new)",1224,"< 100 DM","1  <= ... < 4 years",3,"none",1,"real estate",30,"none","A152",2,"skilled employee / official",1,"none","yes","GOOD","Female"
"934","no checking account",12,"critical account / other credits existing (not at this bank)","radio / television",522,"500 <= ... < 1000 DM",">= 7 years",4,"none",4,"building society savings agreement / life insurance",42,"none","A152",2,"skilled employee / official",2,"yes, registered under the customers name","yes","GOOD","Female"
"935","< 0 DM",12,"existing credits paid back duly till now","radio / television",1498,"< 100 DM","1  <= ... < 4 years",4,"none",1,"car or other",23,"bank","A152",1,"skilled employee / official",1,"none","yes","GOOD","Male"
"936","0 < ... <  200 DM",30,"delay in paying off in the past","radio / television",1919,"100 <= ... <  500 DM","< 1 year",4,"none",3,"unknown / no property",30,"stores","A152",2,"management / self-employed / highly qualified employee / officer",1,"none","yes","BAD","Female"
"937",">= 200 DM",9,"existing credits paid back duly till now","radio / television",745,"< 100 DM","1  <= ... < 4 years",3,"none",2,"real estate",28,"none","A152",1,"unskilled - resident",1,"none","yes","BAD","Male"
"938","0 < ... <  200 DM",6,"existing credits paid back duly till now","radio / television",2063,"< 100 DM","< 1 year",4,"none",3,"car or other",30,"none","A151",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","yes","GOOD","Female"
"939","0 < ... <  200 DM",60,"existing credits paid back duly till now","education",6288,"< 100 DM","1  <= ... < 4 years",4,"none",4,"unknown / no property",42,"none","A153",1,"skilled employee / official",1,"none","yes","BAD","Female"
"940","no checking account",24,"critical account / other credits existing (not at this bank)","car (used)",6842,"unknown / no savings account","1  <= ... < 4 years",2,"none",4,"building society savings agreement / life insurance",46,"none","A152",2,"management / self-employed / highly qualified employee / officer",2,"yes, registered under the customers name","yes","GOOD","Female"
"941","no checking account",12,"existing credits paid back duly till now","car (new)",3527,"unknown / no savings account","< 1 year",2,"none",3,"building society savings agreement / life insurance",45,"none","A152",1,"management / self-employed / highly qualified employee / officer",2,"yes, registered under the customers name","yes","GOOD","Female"
"942","no checking account",10,"existing credits paid back duly till now","car (new)",1546,"< 100 DM","1  <= ... < 4 years",3,"none",2,"real estate",31,"none","A152",1,"unskilled - resident",2,"none","no","GOOD","Female"
"943","no checking account",24,"existing credits paid back duly till now","furniture / equipment",929,"unknown / no savings account","4  <= ... < 7 years",4,"none",2,"car or other",31,"stores","A152",1,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"944","no checking account",4,"critical account / other credits existing (not at this bank)","car (new)",1455,"< 100 DM","4  <= ... < 7 years",2,"none",1,"real estate",42,"none","A152",3,"unskilled - resident",2,"none","yes","GOOD","Female"
"945","< 0 DM",15,"existing credits paid back duly till now","furniture / equipment",1845,"< 100 DM","< 1 year",4,"guarantor",1,"building society savings agreement / life insurance",46,"none","A151",1,"skilled employee / official",1,"none","yes","GOOD","Male"
"946","0 < ... <  200 DM",48,"no credits taken / all credits paid back duly","car (new)",8358,"500 <= ... < 1000 DM","< 1 year",1,"none",1,"car or other",30,"none","A152",2,"skilled employee / official",1,"none","yes","GOOD","Male"
"947","< 0 DM",24,"all credits at this bank paid back duly","furniture / equipment",3349,"500 <= ... < 1000 DM","< 1 year",4,"none",4,"unknown / no property",30,"none","A153",1,"skilled employee / official",2,"yes, registered under the customers name","yes","BAD","Female"
